1,1e-07,0,0,0
1,6.9335e-08,3.7508e-08,3.3873e-09,3.4216e-11
1,6.2141e-08,6.1392e-08,1.1649e-08,1.1767e-10
1,6.6112e-08,8.1225e-08,2.3433e-08,2.3669e-10
1,7.6304e-08,1.0143e-07,3.8477e-08,3.8866e-10
1,9.0946e-08,1.243e-07,5.7051e-08,5.7628e-10
1,1.0968e-07,1.5138e-07,7.9729e-08,8.0534e-10
1,1.3282e-07,1.8395e-07,1.0731e-07,1.0839e-09
1,1.6108e-07,2.2336e-07,1.4081e-07,1.4223e-09
1,1.9546e-07,2.7113e-07,1.8148e-07,1.8331e-09
1,2.372e-07,3.291e-07,2.3084e-07,2.3317e-09
1,2.8789e-07,3.9944e-07,2.9076e-07,2.937e-09
1,3.494e-07,4.8481e-07,3.6348e-07,3.6715e-09
1,4.2406e-07,5.8841e-07,4.5175e-07,4.5631e-09
1,5.1467e-07,7.1416e-07,5.5888e-07,5.6452e-09
1,6.2462e-07,8.6676e-07,6.889e-07,6.9585e-09
1,7.5806e-07,1.052e-06,8.467e-07,8.5525e-09
1,9.1998e-07,1.2767e-06,1.0382e-06,1.0487e-08
1,1.1165e-06,1.5495e-06,1.2706e-06,1.2835e-08
1,1.3549e-06,1.8804e-06,1.5527e-06,1.5684e-08
0.99999,1.6441e-06,2.2821e-06,1.8951e-06,1.9142e-08
0.99999,1.995e-06,2.7694e-06,2.3105e-06,2.3339e-08
0.99999,2.4207e-06,3.3606e-06,2.8147e-06,2.8431e-08
0.99999,2.937e-06,4.078e-06,3.4265e-06,3.4611e-08
0.99999,3.5631e-06,4.9481e-06,4.1688e-06,4.2109e-08
0.99998,4.3223e-06,6.0035e-06,5.0695e-06,5.1207e-08
0.99998,5.2426e-06,7.2836e-06,6.1623e-06,6.2246e-08
0.99998,6.3579e-06,8.8356e-06,7.488e-06,7.5637e-08
0.99997,7.7091e-06,1.0717e-05,9.0962e-06,9.188e-08
0.99997,9.3455e-06,1.2998e-05,1.1047e-05,1.1158e-07
0.99996,1.1326e-05,1.5761e-05,1.3412e-05,1.3547e-07
0.99995,1.3723e-05,1.9107e-05,1.628e-05,1.6444e-07
0.99994,1.662e-05,2.3159e-05,1.9756e-05,1.9956e-07
0.99993,2.012e-05,2.8061e-05,2.3969e-05,2.4211e-07
0.99991,2.4343e-05,3.3988e-05,2.9072e-05,2.9366e-07
0.99989,2.9433e-05,4.115e-05,3.5253e-05,3.5609e-07
0.99987,3.556e-05,4.9795e-05,4.2733e-05,4.3165e-07
0.99984,4.292e-05,6.0218e-05,5.1783e-05,5.2306e-07
0.99981,5.1746e-05,7.2768e-05,6.2722e-05,6.3356e-07
0.99977,6.2301e-05,8.7855e-05,7.5936e-05,7.6703e-07
0.99973,7.4888e-05,0.00010596,9.188e-05,9.2808e-07
0.99967,8.9845e-05,0.00012762,0.0001111,1.1222e-06
