1e+06,30,22,34,15
9.9999e+05,35,23,40,17
9.9998e+05,35,20,47,19
9.9998e+05,32,21,51,19
9.9997e+05,39,27,55,21
9.9996e+05,43,27,61,25
9.9994e+05,49,30,67,28
9.9993e+05,50,39,69,31
9.9992e+05,44,48,73,33
9.9991e+05,48,47,84,35
9.9988e+05,71,45,95,38
9.9984e+05,89,50,103,41
9.9983e+05,83,61,110,44
9.9981e+05,88,60,125,47
9.9981e+05,80,67,134,54
9.9977e+05,109,64,146,57
9.9972e+05,136,79,155,60
9.9969e+05,137,86,172,62
9.9968e+05,123,93,189,69
9.9962e+05,165,103,203,75
9.9956e+05,196,108,226,79
9.9948e+05,231,130,249,86
9.994e+05,269,149,271,91
9.994e+05,221,168,302,105
9.9933e+05,243,189,325,120
9.9922e+05,302,209,356,128
9.9909e+05,368,239,393,144
9.9898e+05,411,255,442,162
9.9892e+05,389,290,487,184
9.9881e+05,431,301,548,199
9.9861e+05,538,348,591,222
9.984e+05,641,405,644,246
9.9828e+05,619,470,715,265
9.9818e+05,609,504,796,300
9.981e+05,569,534,880,334
9.9773e+05,842,529,985,358
9.9742e+05,982,596,1084,395
9.9717e+05,1042,681,1195,438
9.9712e+05,908,753,1310,487
9.968e+05,1022,829,1431,536
9.9624e+05,1389,879,1581,592
9.9575e+05,1607,1002,1725,642
9.9545e+05,1600,1139,1897,708
9.9513e+05,1616,1234,2104,796
9.9466e+05,1754,1331,2344,878
9.9391e+05,2157,1423,2593,962
9.9278e+05,2864,1591,2850,1080
9.9235e+05,2734,1875,3127,1191
9.9216e+05,2389,2069,3469,1333
9.9104e+05,3051,2162,3830,1473
9.8934e+05,4174,2343,4228,1609
9.8739e+05,5283,2752,4663,1784
9.8604e+05,5585,3347,5115,1989
9.8568e+05,4908,3780,5717,2202
9.8442e+05,5223,4033,6409,2450
9.8196e+05,6694,4283,7148,2708
9.7925e+05,8149,4738,7951,3020
9.7691e+05,8933,5483,8763,3349
9.7634e+05,7768,6223,9751,3754
9.7321e+05,9367,6624,10882,4187
9.6884e+05,11933,7240,12069,4632
9.6451e+05,13922,8341,13314,5119
9.6079e+05,14872,9567,14855,5707
9.592e+05,13528,10780,16576,6379
9.5527e+05,14742,11510,18568,7124
9.49e+05,18116,12273,20698,7913
9.429e+05,20680,13631,22874,8787
9.4021e+05,19306,15308,25262,9785
9.3691e+05,18798,16339,28040,10855
9.3091e+05,21123,17093,30958,11974
9.248e+05,23055,18228,34004,13067
9.1406e+05,29360,19361,37302,14258
9.0691e+05,30765,21560,40852,15549
8.989e+05,32790,23672,44726,16986
8.8784e+05,37394,25919,48938,18612
8.7351e+05,44333,28569,53675,20393
8.5916e+05,49955,32104,58866,22377
8.4502e+05,54161,36141,64762,24533
8.4133e+05,47263,40192,71302,26987
8.2578e+05,53624,41928,78752,29744
8.0951e+05,59260,44935,86379,32649
7.8647e+05,70678,48381,94559,35863
7.7462e+05,68811,53383,1.0327e+05,39200
7.6109e+05,69060,56952,1.1298e+05,42874
7.4297e+05,73528,60319,1.2327e+05,46791
7.1474e+05,87291,63926,1.3413e+05,50957
6.905e+05,94539,69347,1.457e+05,55398
6.6784e+05,98700,75126,1.5842e+05,60143
6.6064e+05,86500,80990,1.7195e+05,65460
6.3849e+05,91916,83109,1.8657e+05,71076
6.0537e+05,1.0711e+05,85968,2.0164e+05,76878
5.8308e+05,1.0841e+05,91339,2.1726e+05,82883
5.5869e+05,1.1176e+05,95982,2.3366e+05,89093
5.4934e+05,99098,1.0064e+05,2.5101e+05,95865
5.3455e+05,94402,1.0187e+05,2.6926e+05,1.0278e+05
5.0406e+05,1.0641e+05,1.018e+05,2.8782e+05,1.0976e+05
4.7535e+05,1.1429e+05,1.0413e+05,3.0631e+05,1.1672e+05
4.4701e+05,1.2053e+05,1.0757e+05,3.2498e+05,1.2402e+05
4.3341e+05,1.1048e+05,1.1165e+05,3.4455e+05,1.3163e+05
4.2211e+05,1.0009e+05,1.1301e+05,3.6489e+05,1.393e+05
4.0394e+05,98871,1.1182e+05,3.8546e+05,1.4714e+05
