1e+06,30,22,34,15
9.9999e+05,34,23,37,20
9.9999e+05,32,24,40,25
9.9998e+05,33,25,45,28
9.9997e+05,42,31,46,28
9.9995e+05,57,25,57,31
9.9994e+05,52,32,59,34
9.9993e+05,51,41,65,34
9.9992e+05,55,47,68,37
9.9988e+05,82,52,72,42
9.9985e+05,107,53,81,46
9.9982e+05,120,58,90,47
9.9979e+05,119,74,99,51
9.9977e+05,116,87,115,56
9.9973e+05,137,88,130,66
9.9966e+05,178,101,143,72
9.9961e+05,195,118,162,78
9.996e+05,177,130,182,84
9.9955e+05,194,131,213,92
9.9949e+05,211,151,237,97
9.9941e+05,245,168,265,108
9.9934e+05,259,184,299,119
9.9931e+05,250,194,328,128
9.9921e+05,304,214,356,145
9.9907e+05,395,233,393,160
9.9886e+05,504,282,438,180
9.987e+05,546,340,497,194
9.9861e+05,535,391,552,211
9.985e+05,544,402,642,235
9.9826e+05,684,431,710,266
9.9795e+05,864,494,778,296
9.9774e+05,913,559,876,335
9.9765e+05,837,614,989,375
9.9735e+05,976,668,1096,423
9.9697e+05,1159,749,1212,469
9.9642e+05,1470,842,1352,520
9.9607e+05,1569,931,1520,566
9.9577e+05,1578,1030,1704,631
9.9545e+05,1579,1175,1881,704
9.9509e+05,1642,1251,2103,779
9.9423e+05,2185,1340,2327,855
9.9355e+05,2424,1565,2545,940
9.9298e+05,2530,1729,2846,1034
9.9269e+05,2279,1999,3119,1159
9.9178e+05,2762,2081,3461,1294
9.9093e+05,3087,2228,3837,1438
9.8999e+05,3447,2430,4222,1604
9.8931e+05,3447,2686,4647,1776
9.8836e+05,3737,2845,5144,1944
9.8653e+05,4822,3084,5646,2169
9.8443e+05,6020,3423,6212,2370
9.8317e+05,6109,3941,6866,2621
9.8162e+05,6474,4405,7591,2893
9.7966e+05,7217,4849,8356,3164
9.7779e+05,7686,5404,9208,3494
9.7345e+05,10569,5910,10161,3851
9.7027e+05,11704,6875,11237,4267
9.6793e+05,11789,7850,12521,4726
9.6609e+05,11313,8752,13932,5289
9.6089e+05,14274,9467,15453,5930
9.5377e+05,18610,10506,17198,6562
9.4908e+05,19714,12146,19149,7240
9.4486e+05,20148,13775,21305,8085
9.3891e+05,22222,15105,23847,9051
9.3116e+05,25698,16614,26610,10103
9.1849e+05,33412,18575,29609,11315
9.1069e+05,34629,21935,32837,12551
9.0281e+05,35617,24862,36802,14036
8.9867e+05,32638,27357,41424,15757
8.8524e+05,39613,28805,46425,17585
8.6852e+05,48580,31361,51626,19543
8.6152e+05,46229,35080,57254,21658
8.5371e+05,44889,37869,63620,24054
8.4697e+05,42933,39776,70403,26628
8.3219e+05,49321,40870,77709,29410
8.0125e+05,70760,42982,85092,32273
7.9193e+05,66236,49032,92887,35252
7.8392e+05,61327,53000,1.0184e+05,38632
7.7535e+05,57789,55453,1.1149e+05,42332
7.5825e+05,63491,56708,1.2164e+05,46169
7.2946e+05,80010,58883,1.3173e+05,50138
7.0889e+05,85016,63588,1.4259e+05,54181
6.9396e+05,83439,68473,1.5421e+05,58506
6.8411e+05,77017,72288,1.6667e+05,63135
6.5307e+05,92937,74380,1.797e+05,68183
6.2856e+05,99118,79306,1.9311e+05,73374
6.1491e+05,93419,84124,2.0763e+05,78896
5.9796e+05,92016,87619,2.225e+05,84691
5.9031e+05,81554,90035,2.3819e+05,90614
5.6653e+05,89411,89491,2.5465e+05,96908
5.324e+05,1.0612e+05,90636,2.7094e+05,1.0305e+05
5.1216e+05,1.0555e+05,94926,2.8745e+05,1.0921e+05
4.9939e+05,97703,98235,3.0476e+05,1.157e+05
4.8103e+05,96922,99549,3.2259e+05,1.2232e+05
4.5243e+05,1.0667e+05,1.0039e+05,3.406e+05,1.2921e+05
4.2207e+05,1.1611e+05,1.0299e+05,3.5891e+05,1.3589e+05
4.0323e+05,1.1217e+05,1.0717e+05,3.7751e+05,1.4308e+05
3.8976e+05,1.0397e+05,1.092e+05,3.9715e+05,1.5048e+05
3.8199e+05,91249,1.1001e+05,4.1684e+05,1.5795e+05
3.625e+05,93078,1.0753e+05,4.3698e+05,1.6546e+05
3.3736e+05,99806,1.0679e+05,4.5613e+05,1.7286e+05
