1e+06,30,22,34,15
9.9999e+05,37,25,38,16
9.9997e+05,46,26,41,19
9.9996e+05,45,30,47,21
9.9995e+05,53,28,55,24
9.9994e+05,58,34,59,27
9.9991e+05,74,38,63,28
9.999e+05,73,52,66,32
9.9989e+05,74,52,73,36
9.9987e+05,75,58,80,37
9.9984e+05,85,64,93,42
9.998e+05,116,68,104,48
9.9977e+05,123,69,120,53
9.9977e+05,104,79,131,61
9.9974e+05,120,86,140,66
9.9969e+05,152,95,153,74
9.9963e+05,189,99,173,86
9.9959e+05,192,118,188,95
9.9957e+05,176,140,200,110
9.9953e+05,194,144,223,121
9.9943e+05,240,166,248,131
9.9931e+05,311,189,277,137
9.9924e+05,304,235,307,145
9.9911e+05,381,237,356,159
9.9897e+05,462,265,394,176
9.9887e+05,477,297,438,198
9.9866e+05,606,319,497,219
9.9857e+05,573,389,559,243
9.9856e+05,456,456,612,268
9.9841e+05,510,468,698,301
9.9805e+05,773,479,786,335
9.9775e+05,931,530,872,366
9.9754e+05,969,608,965,396
9.9736e+05,965,688,1071,441
9.971e+05,1040,765,1185,491
9.9686e+05,1084,823,1320,547
9.9638e+05,1352,917,1442,608
9.9611e+05,1361,1015,1602,666
9.9611e+05,1097,1095,1786,724
9.9575e+05,1220,1119,1993,807
9.9498e+05,1753,1146,2211,886
9.9419e+05,2199,1280,2418,982
9.9359e+05,2395,1443,2661,1090
9.9339e+05,2125,1650,2918,1173
9.9288e+05,2233,1746,3230,1293
9.9177e+05,2927,1831,3561,1398
9.9065e+05,3478,2043,3918,1534
9.8947e+05,3977,2382,4257,1659
9.8906e+05,3594,2741,4693,1835
9.8835e+05,3674,2884,5180,1999
9.872e+05,4134,3002,5746,2210
9.8519e+05,5339,3313,6247,2428
9.8408e+05,5415,3741,6853,2667
9.8313e+05,5344,4049,7559,2907
9.8202e+05,5346,4440,8278,3214
9.7925e+05,7082,4647,9112,3494
9.7567e+05,9274,5228,9918,3821
9.7362e+05,9564,6068,10834,4181
9.7259e+05,8723,6843,11926,4611
9.7115e+05,8462,7259,13213,5093
9.6582e+05,12090,7677,14501,5572
9.6031e+05,15215,8636,15923,6089
9.5685e+05,15681,10082,17470,6704
9.559e+05,13555,11297,19334,7398
9.5167e+05,15108,11979,21332,8167
9.4343e+05,20397,12748,23511,8960
9.3596e+05,23865,14478,25787,9851
9.3055e+05,24671,16443,28420,10828
9.2746e+05,22917,18289,31416,11978
9.2128e+05,24706,19361,34736,13232
9.1403e+05,27121,20695,38239,14607
8.9447e+05,41367,22254,41994,15958
8.8614e+05,41530,26470,45948,17443
8.7768e+05,41831,29831,50740,19276
8.6592e+05,45387,32655,56125,21359
8.4971e+05,52742,35628,62002,23609
8.2991e+05,62131,39533,68515,26052
8.1012e+05,69814,44508,75649,28798
8.0479e+05,61445,50182,83667,31900
7.9e+05,64239,53170,92676,35259
7.7196e+05,69785,56074,1.0227e+05,38839
7.4412e+05,83806,59731,1.1243e+05,42663
7.1985e+05,91654,65389,1.2319e+05,46747
7.1568e+05,78146,71324,1.3493e+05,51143
7.0197e+05,76652,73458,1.48e+05,56147
6.7192e+05,91793,75125,1.6125e+05,61264
6.4184e+05,1.0371e+05,79600,1.7493e+05,66336
6.186e+05,1.0662e+05,85563,1.893e+05,71910
6.0082e+05,1.037e+05,90688,2.0488e+05,77827
5.7512e+05,1.09e+05,94602,2.2136e+05,83946
5.4246e+05,1.2054e+05,98413,2.3868e+05,90352
5.0747e+05,1.3198e+05,1.0418e+05,2.5646e+05,97112
4.9141e+05,1.2223e+05,1.112e+05,2.7525e+05,1.0431e+05
4.784e+05,1.1151e+05,1.1491e+05,2.9527e+05,1.1192e+05
4.559e+05,1.1205e+05,1.1608e+05,3.1606e+05,1.1982e+05
4.2364e+05,1.2221e+05,1.1714e+05,3.371e+05,1.2783e+05
3.856e+05,1.3603e+05,1.2022e+05,3.5824e+05,1.3579e+05
3.6304e+05,1.3218e+05,1.2485e+05,3.8002e+05,1.442e+05
3.4296e+05,1.2634e+05,1.2841e+05,4.0238e+05,1.528e+05
3.3547e+05,1.0924e+05,1.2957e+05,4.2581e+05,1.6166e+05
3.0809e+05,1.1514e+05,1.2739e+05,4.4947e+05,1.7061e+05
