1e+06,30,22,34,15
9.9999e+05,31,26,38,15
9.9998e+05,37,25,44,15
9.9998e+05,34,26,49,17
9.9997e+05,35,28,53,19
9.9996e+05,38,26,60,21
9.9994e+05,57,30,62,21
9.9993e+05,60,31,69,22
9.9992e+05,55,38,76,23
9.9991e+05,58,39,82,25
9.9989e+05,59,46,92,29
9.9986e+05,83,49,97,29
9.9983e+05,89,54,109,30
9.9982e+05,92,58,118,36
9.998e+05,97,63,129,40
9.9977e+05,104,68,141,44
9.9974e+05,114,73,159,50
9.9972e+05,118,78,174,54
9.9968e+05,130,86,191,57
9.9964e+05,145,96,203,62
9.996e+05,158,105,223,78
9.9954e+05,192,111,248,90
9.9948e+05,216,118,273,94
9.9945e+05,202,128,303,100
9.9941e+05,201,145,330,108
9.993e+05,277,162,352,120
9.9919e+05,310,213,375,135
9.9908e+05,355,243,410,150
9.9904e+05,322,273,455,167
9.9897e+05,326,285,504,189
9.9888e+05,362,286,560,210
9.9871e+05,451,308,617,243
9.9852e+05,565,320,680,272
9.9842e+05,546,370,746,294
9.9837e+05,482,426,807,319
9.9815e+05,606,464,864,345
9.9781e+05,831,508,933,371
9.976e+05,905,554,1032,412
9.974e+05,927,629,1128,449
9.973e+05,841,725,1223,492
9.9702e+05,953,757,1352,535
9.9649e+05,1280,838,1476,603
9.9614e+05,1410,918,1617,648
9.9581e+05,1444,1046,1786,714
9.9557e+05,1400,1147,1972,775
9.9509e+05,1594,1218,2181,855
9.9416e+05,2204,1344,2378,946
9.9337e+05,2566,1512,2641,1032
9.9272e+05,2714,1742,2910,1134
9.9249e+05,2403,1988,3208,1258
9.9138e+05,2993,2155,3556,1386
9.898e+05,4018,2325,3948,1541
9.883e+05,4739,2673,4370,1691
9.8754e+05,4535,3156,4855,1888
9.8716e+05,4002,3494,5435,2111
9.8537e+05,5005,3632,6083,2350
9.8366e+05,5714,3947,6767,2583
9.8101e+05,7222,4345,7514,2851
9.8047e+05,6380,4949,8291,3127
9.7956e+05,6006,5348,9171,3476
9.7631e+05,8049,5586,10139,3867
9.7237e+05,10401,6183,11135,4232
9.6991e+05,10888,7049,12242,4648
9.6848e+05,10182,7910,13513,5129
9.6639e+05,10281,8451,14963,5716
9.6257e+05,12137,8902,16478,6274
9.5795e+05,14354,9696,18083,6922
9.5305e+05,16442,10682,19916,7599
9.5079e+05,15550,11879,21866,8332
9.4813e+05,15139,12738,24080,9173
9.4356e+05,16761,13336,26425,10057
9.3775e+05,19386,14139,28812,11008
9.3016e+05,23166,15362,31400,11999
9.2625e+05,22489,17116,34233,13065
9.2373e+05,20604,18467,37284,14235
9.1856e+05,21749,19203,40574,15415
9.0626e+05,29854,19873,44097,16803
8.9533e+05,35028,22007,47725,18271
8.8912e+05,34389,24888,51685,19737
8.8084e+05,36018,26947,56284,21435
8.7044e+05,39365,29075,61204,23311
8.5545e+05,46661,31622,66358,25233
8.4064e+05,52341,34933,72174,27427
8.3154e+05,51253,38750,78545,29826
8.1707e+05,55907,41544,85562,32576
8.0118e+05,60702,45001,93204,35410
7.8068e+05,69270,48781,1.0136e+05,38577
7.6484e+05,71699,53395,1.1015e+05,41938
7.4414e+05,78388,57699,1.1986e+05,45541
7.3622e+05,70983,62486,1.3039e+05,49546
7.0834e+05,84980,65095,1.4167e+05,53853
6.8436e+05,92370,69875,1.5348e+05,58348
6.5018e+05,1.0882e+05,74792,1.6629e+05,63194
6.3422e+05,1.037e+05,82452,1.7971e+05,68339
6.2279e+05,94997,87588,1.9471e+05,74031
6.0391e+05,95206,90549,2.1042e+05,80060
5.7117e+05,1.0933e+05,92718,2.2687e+05,86336
5.4776e+05,1.1158e+05,96938,2.4381e+05,92611
5.3236e+05,1.0525e+05,1.0104e+05,2.6145e+05,99276
5.1925e+05,97733,1.0335e+05,2.7976e+05,1.0621e+05
5.0025e+05,97403,1.0412e+05,2.9832e+05,1.1338e+05
