Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-09-17 04:31:58,32.3182,-86.9023,761865,12856,,,1.0,15538.165498548393,5638203.0,,1.6874380631739219,84000001.0,USA,114990.62344170167,
Alaska,US,2021-09-17 04:31:58,61.3707,-152.4044,99472,468,,,2.0,13597.523050530042,2892976.0,,0.4704841563455043,84000002.0,USA,395461.1131235946,
American Samoa,US,2021-09-17 04:31:58,-14.270999999999999,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-09-17 04:31:58,33.7298,-111.4312,1058774,19360,,,4.0,14546.162462422979,12267278.0,,1.8285299790134628,84000004.0,USA,168536.26813626633,
Arkansas,US,2021-09-17 04:31:58,34.9697,-92.3731,480934,7395,,,5.0,15936.555190463,3783946.0,,1.5376330224105594,84000005.0,USA,125387.40090476387,
California,US,2021-09-17 04:31:58,36.1162,-119.6816,4635642,67413,,,6.0,11744.33035569778,87498916.0,,1.4527267422140027,84000006.0,USA,221447.7175834931,
Colorado,US,2021-09-17 04:31:58,39.0598,-105.3111,646605,7349,,,8.0,11228.245226035713,10648309.0,,1.1365516814747798,84000008.0,USA,184907.05251985847,
Connecticut,US,2021-09-17 04:31:58,41.5978,-72.7554,382798,8447,,,9.0,10736.80744355223,9742528.0,,2.2066468476846794,84000009.0,USA,273260.6940198643,
Delaware,US,2021-09-17 04:31:58,39.3185,-75.5071,126604,1913,,,10.0,13001.50755213789,2129873.0,,1.5110107105620676,84000010.0,USA,218725.78982176376,
Diamond Princess,US,2021-09-17 04:31:58,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-09-17 04:31:58,38.8974,-77.0268,58649,1167,,,11.0,8310.17826451047,1943656.0,,1.9898037477194837,84000011.0,USA,275403.2949391356,
Florida,US,2021-09-17 04:31:58,27.7663,-81.6868,3473873,50811,,,12.0,16174.297133818149,38902789.0,,1.4626614156591218,84000012.0,USA,181130.76345054415,
Georgia,US,2021-09-17 04:31:58,33.0406,-83.6431,1519522,24460,,,13.0,14311.589544845297,11070653.0,,1.6097167398695116,84000013.0,USA,104268.738280466,
Grand Princess,US,2021-09-17 04:31:58,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2021-09-17 04:31:58,13.4443,144.7937,13145,174,,,66.0,8004.067491125197,213250.0,,1.3236972232788133,316.0,GUM,129849.17401920489,
Hawaii,US,2021-09-17 04:31:58,21.0943,-157.4983,73856,679,,,15.0,5216.290738145821,2252032.0,,0.9193565857885615,84000015.0,USA,159056.18586990915,
Idaho,US,2021-09-17 04:31:58,44.2405,-114.4788,239533,2600,,,16.0,13403.709434183984,920324.0,,1.0854454292310454,84000016.0,USA,51499.190012674415,
Illinois,US,2021-09-17 04:31:58,40.3495,-88.9861,1586741,26925,,,17.0,12521.807244594127,30193211.0,,1.6968742850912657,84000017.0,USA,238270.4979813083,
Indiana,US,2021-09-17 04:31:58,39.8494,-86.2583,922853,15046,,,18.0,13708.006230932178,12960663.0,,1.6303788360659823,84000018.0,USA,192516.95466234832,
Iowa,US,2021-09-17 04:31:58,42.0115,-93.2105,429078,6401,,,19.0,13599.63487339425,1600621.0,,1.4918033551009373,84000019.0,USA,50731.711182319246,
Kansas,US,2021-09-17 04:31:58,38.5266,-96.7265,394633,5805,,,20.0,13545.845041076931,1691100.0,,1.4709869676382867,84000020.0,USA,58047.2959660373,
Kentucky,US,2021-09-17 04:31:58,37.6681,-84.6701,644563,8206,,,21.0,14427.26448421807,6574682.0,,1.2731106191326527,84000021.0,USA,147161.21793157194,
Louisiana,US,2021-09-17 04:31:58,31.1695,-91.8678,723458,13366,,,22.0,15562.272709868408,8836446.0,,1.8475156816290648,84000022.0,USA,190080.39504439206,
Maine,US,2021-09-17 04:31:58,44.6939,-69.3819,82607,979,,,23.0,6145.384805372962,2594116.0,,1.1851295895021003,84000023.0,USA,192984.14238230282,
Maryland,US,2021-09-17 04:31:58,39.0639,-76.8021,515259,10238,,,24.0,8522.763361606965,12458073.0,,1.9869618968324667,84000024.0,USA,206065.70311362823,
Massachusetts,US,2021-09-17 04:31:58,42.2302,-71.5301,788775,18423,,,25.0,11443.955845938695,27327406.0,,2.335647047637159,84000025.0,USA,396480.1466172738,
Michigan,US,2021-09-17 04:31:58,43.3266,-84.5361,1102957,21920,,,26.0,11044.085241232551,15708853.0,,1.9873848209857683,84000026.0,USA,157295.26316437693,
Minnesota,US,2021-09-17 04:31:58,45.6945,-93.9002,678978,8063,,,27.0,12039.402570947892,10743629.0,,1.1875200669241124,84000027.0,USA,190502.30582420985,
Mississippi,US,2021-09-17 04:31:58,32.7416,-89.6787,471092,9165,,,28.0,15828.911791714729,2384948.0,,1.945479863805796,84000028.0,USA,80135.36956651029,
Missouri,US,2021-09-17 04:31:58,38.4561,-92.2884,800584,11515,,,29.0,13044.291517554258,6805565.0,,1.4383250227334046,84000029.0,USA,110886.27027477961,
Montana,US,2021-09-17 04:31:58,46.9219,-110.4544,138493,1865,,,30.0,12958.069870450177,1730817.0,,1.3466384582614284,84000030.0,USA,161943.54674216724,
Nebraska,US,2021-09-17 04:31:58,41.1254,-98.2681,256906,2368,,,31.0,13280.859053519216,3541597.0,,0.9217379119210918,84000031.0,USA,183084.2821162857,
Nevada,US,2021-09-17 04:31:58,38.3135,-117.0554,408733,6821,,,32.0,13269.879837254995,4212200.0,,1.6688155837673984,84000032.0,USA,136752.81381852087,
New Hampshire,US,2021-09-17 04:31:58,43.4525,-71.5639,113903,1452,,,33.0,8377.000700884231,2330037.0,,1.274768882294584,84000033.0,USA,171362.66456622028,
New Jersey,US,2021-09-17 04:31:58,40.2989,-74.521,1126322,27148,,,34.0,12680.678976693811,15353533.0,,2.4103231580311846,84000034.0,USA,172857.5159954921,
New Mexico,US,2021-09-17 04:31:58,34.8405,-106.2485,243962,4662,,,35.0,11634.806653284555,4352315.0,,1.9109533451931038,84000035.0,USA,207566.5206843285,
New York,US,2021-09-17 04:31:58,42.1657,-74.9481,2356680,54809,,,36.0,12114.388722969537,67522395.0,,2.3256869833834037,84000036.0,USA,347095.29530351795,
