Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-12-10 04:32:08,32.3182,-86.9023,850645,16203,,,1.0,17348.825304368485,6342133.0,,1.9047898947269426,84000001.0,USA,129347.21002776768,
Alaska,US,2021-12-10 04:32:08,61.3707,-152.4044,152977,886,,,2.0,20911.49553342583,3580139.0,,0.579172032397027,84000002.0,USA,489394.2272860863,
American Samoa,US,2021-12-10 04:32:08,-14.270999999999999,-170.132,10,0,,,60.0,17.97235851260761,2140.0,,0.0,16.0,ASM,3846.084721698028,
Arizona,US,2021-12-10 04:32:08,33.7298,-111.4312,1305260,22854,,,4.0,17932.555971059184,14882164.0,,1.7509155264085317,84000004.0,USA,204461.36317705442,
Arkansas,US,2021-12-10 04:32:08,34.9697,-92.3731,536368,8810,,,5.0,17773.4538094588,4281727.0,,1.6425290099334786,84000005.0,USA,141882.20971275802,
California,US,2021-12-10 04:32:08,36.1162,-119.6816,5144395,75178,,,6.0,13025.769266386253,113539006.0,,1.4606828242406744,84000006.0,USA,287351.60256612237,
Colorado,US,2021-12-10 04:32:08,39.0598,-105.3111,851785,9554,,,8.0,14791.179870027034,13393769.0,,1.1216445464524498,84000008.0,USA,232581.75057859925,
Connecticut,US,2021-12-10 04:32:08,41.5978,-72.7554,436143,8946,,,9.0,12233.040425637544,11330031.0,,2.051162118846342,84000009.0,USA,317787.3478348307,
Delaware,US,2021-12-10 04:32:08,39.3185,-75.5071,158600,2210,,,10.0,16287.313969298515,2515115.0,,1.3934426229508197,84000010.0,USA,258287.9424583369,
Diamond Princess,US,2021-12-10 04:32:08,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-12-10 04:32:08,38.8974,-77.0268,68460,1197,,,11.0,9700.332554491753,2453808.0,,1.7484662576687116,84000011.0,USA,347688.4841494639,
Florida,US,2021-12-10 04:32:08,27.7663,-81.6868,3741058,62007,,,12.0,17418.306220995255,44365622.0,,1.657472297943523,84000012.0,USA,206565.6265369112,
Georgia,US,2021-12-10 04:32:08,33.0406,-83.6431,1676787,30798,,,13.0,15792.787006790631,13259996.0,,1.836727026151801,84000013.0,USA,124889.02438943989,
Grand Princess,US,2021-12-10 04:32:08,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2021-12-10 04:32:08,13.4443,144.7937,19300,267,,,66.0,11751.883041362975,266832.0,,1.383419689119171,316.0,GUM,162475.56765248525,
Hawaii,US,2021-12-10 04:32:08,21.0943,-157.4983,88655,1040,,,15.0,6261.51234009854,2765170.0,,1.1730866843381649,84000015.0,USA,195298.0212900601,
Idaho,US,2021-12-10 04:32:08,44.2405,-114.4788,311150,4013,,,16.0,17411.23014551793,1063543.0,,1.2897316406877712,84000016.0,USA,59513.39207023808,
Illinois,US,2021-12-10 04:32:08,40.3495,-88.9861,1877213,29199,,,17.0,14814.074472800712,40435345.0,,1.5554441611047867,84000017.0,USA,319096.5607863305,
Indiana,US,2021-12-10 04:32:08,39.8494,-86.2583,1145633,17954,,,18.0,17017.16774216644,15765823.0,,1.567168543503897,84000018.0,USA,234184.64253762393,
Iowa,US,2021-12-10 04:32:08,42.0115,-93.2105,542433,7550,,,19.0,17192.42362293071,1790502.0,,1.3918769691372022,84000019.0,USA,56749.992868620975,
Kansas,US,2021-12-10 04:32:08,38.5266,-96.7265,483098,6810,,,20.0,16582.52423185417,1941982.0,,1.4017772681074971,84000020.0,USA,66658.86341122173,
Kentucky,US,2021-12-10 04:32:08,37.6681,-84.6701,808148,11479,,,21.0,18088.790294186707,7892852.0,,1.4204081430629043,84000021.0,USA,176665.8392411441,
Louisiana,US,2021-12-10 04:32:08,31.1695,-91.8678,775368,14867,,,22.0,16678.90640024058,10401307.0,,1.917412119148585,84000022.0,USA,223742.0500886897,
Maine,US,2021-12-10 04:32:08,44.6939,-69.3819,126833,1357,,,23.0,9435.490830315457,3192848.0,,1.0699108276237257,84000023.0,USA,237525.62839790148,
Maryland,US,2021-12-10 04:32:08,39.0639,-76.8021,598466,11255,,,24.0,9803.347183443384,15198334.0,,1.8990043514280075,84000024.0,USA,251391.6383268714,
Massachusetts,US,2021-12-10 04:32:08,42.2302,-71.5301,963923,19606,,,25.0,13985.093659008926,34243064.0,,2.033979892584781,84000025.0,USA,496816.09133866173,
Michigan,US,2021-12-10 04:32:08,43.3266,-84.5361,1553790,26648,,,26.0,15558.348337219608,19170684.0,,1.7150322759188823,84000026.0,USA,191959.13188703914,
Minnesota,US,2021-12-10 04:32:08,45.6945,-93.9002,952232,9938,,,27.0,16884.64779262193,13271978.0,,1.0436532273647599,84000027.0,USA,235334.1139989276,
Mississippi,US,2021-12-10 04:32:08,32.7416,-89.6787,518670,10317,,,28.0,17427.554870404674,2697359.0,,1.9891260338943837,84000028.0,USA,90632.52545487473,
Missouri,US,2021-12-10 04:32:08,38.4561,-92.2884,939245,15681,,,29.0,15303.560383926297,7996323.0,,1.6695324436116243,84000029.0,USA,130287.85021999445,
Montana,US,2021-12-10 04:32:08,46.9219,-110.4544,193543,2788,,,30.0,18108.812120009956,2237134.0,,1.440506760771508,84000030.0,USA,209316.99567169233,
Nebraska,US,2021-12-10 04:32:08,41.1254,-98.2681,319847,3241,,,31.0,16534.61937709108,4266087.0,,1.013296982619815,84000031.0,USA,220537.08421387835,
Nevada,US,2021-12-10 04:32:08,38.3135,-117.0554,463803,8152,,,32.0,15057.776294447423,4876371.0,,1.7576427923062161,84000032.0,USA,158315.7151780624,
New Hampshire,US,2021-12-10 04:32:08,43.4525,-71.5639,173089,1773,,,33.0,12729.837443397899,2947586.0,,1.0243285246318368,84000033.0,USA,216780.3305261192,
New Jersey,US,2021-12-10 04:32:08,40.2989,-74.521,1289542,28526,,,34.0,14518.288845431138,16378122.0,,2.2121032118380013,84000034.0,USA,184392.8355506919,
New Mexico,US,2021-12-10 04:32:08,34.8405,-106.2485,328332,5459,,,35.0,15658.501480092082,5415097.0,,1.6626463457719625,84000035.0,USA,258251.72200498945,
New York,US,2021-12-10 04:32:08,42.1657,-74.9481,2818175,57992,,,36.0,14486.679328273112,82288048.0,,2.057785623674896,84000036.0,USA,422997.35251556255,
North Carolina,US,2021-12-10 04:32:08,35.6301,-79.8064,1562663,18955,,,37.0,14899.413467702967,18025623.0,,1.2129934605221984,84000037.0,USA,171867.64522480938,
North Dakota,US,2021-12-10 04:32:08,47.5289,-99.78399999999999,166233,1983,,,38.0,21813.579472536356,1980658.0,,1.1929039360415803,84000038.0,USA,259907.72404345052,
Northern Mariana Islands,US,2021-12-10 04:32:08,15.0979,145.6739,1182,5,,,69.0,2143.478891629189,17542.0,,0.4230118443316413,580.0,MNP,31811.25779776585,
Ohio,US,2021-12-10 04:32:08,40.3888,-82.7649,1761008,29027,,,39.0,15065.38570120882,18369483.0,,1.5338374385579168,84000039.0,USA,157150.53340291386,
Oklahoma,US,2021-12-10 04:32:08,35.5653,-96.9289,678343,12059,,,40.0,17142.986390347567,4723087.0,,1.7777142242199007,84000040.0,USA,119361.17297801776,
Oregon,US,2021-12-10 04:32:08,44.571999999999996,-122.0709,399361,5356,,,41.0,9468.608403036984,8232179.0,,1.3411424751039787,84000041.0,USA,195179.99818386015,
Pennsylvania,US,2021-12-10 04:32:08,40.5908,-77.2098,1806671,34271,,,42.0,14112.424249075671,20246389.0,,1.8969142693938188,84000042.0,USA,158150.33898248154,
Puerto Rico,US,2021-12-10 04:32:08,18.2208,-66.5901,189660,3274,,,72.0,5938.577709699176,3160361.0,,1.7262469682589898,630.0,PRI,98956.28698303594,
Rhode Island,US,2021-12-10 04:32:08,41.6809,-71.5118,200197,2951,,,44.0,18897.901659585354,6182487.0,,1.4740480626582817,84000044.0,USA,583605.3054624439,
South Carolina,US,2021-12-10 04:32:08,33.8569,-80.945,927649,14347,,,45.0,18017.100969290583,10224724.0,,1.546597905026578,84000045.0,USA,198587.91923575482,
South Dakota,US,2021-12-10 04:32:08,44.2998,-99.4388,170800,2392,,,46.0,19306.874174116805,1088479.0,,1.4004683840749415,84000046.0,USA,123039.38579723939,
Tennessee,US,2021-12-10 04:32:08,35.7478,-86.6923,1331703,17668,,,47.0,19500.206027844655,10833191.0,,1.326722249630736,84000047.0,USA,158631.05845597142,
Texas,US,2021-12-10 04:32:08,31.0545,-97.5635,4407007,74452,,,48.0,15071.830374803925,37385625.0,,1.703625226247709,84000048.0,USA,128934.26138698804,
Utah,US,2021-12-10 04:32:08,40.15,-111.8624,609351,3632,,,49.0,19006.830407634785,4853435.0,,0.596043987783724,84000049.0,USA,151387.97825798093,
Vermont,US,2021-12-10 04:32:08,44.0459,-72.7107,54321,426,,,50.0,8705.441922854408,2647621.0,,0.7842270944938422,84000050.0,USA,424305.71692770225,
Virgin Islands,US,2021-12-10 04:32:08,18.3358,-64.8963,7588,87,,,78.0,7073.871051944662,230400.0,,1.146547179757512,850.0,VIR,214789.12630048106,
Virginia,US,2021-12-10 04:32:08,37.7693,-78.17,991221,14868,,,51.0,11612.896649869797,10641747.0,,1.4999682210122667,84000051.0,USA,124676.03903172145,
Washington,US,2021-12-10 04:32:08,47.4009,-121.4905,788877,9535,,,53.0,10359.659682677091,9958651.0,,1.2086801871521162,84000053.0,USA,130778.60713210286,
West Virginia,US,2021-12-10 04:32:08,38.4912,-80.9545,304355,5055,,,54.0,16982.702869798068,4686101.0,,1.6608894218921983,84000054.0,USA,261479.72236652466,
Wisconsin,US,2021-12-10 04:32:08,44.2685,-89.6165,1017301,10330,,,55.0,17472.091568577678,12614506.0,,1.0154320107814698,84000055.0,USA,216653.48203174133,
Wyoming,US,2021-12-10 04:32:08,42.756,-107.3025,112731,1472,,,56.0,19478.05563282817,1160682.0,,1.305763277181964,84000056.0,USA,200546.6869629673,
