Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-09-07 04:31:55,32.3182,-86.9023,724688,12416,,,1.0,14779.944056771263,5494465.0,,1.7132890292098117,84000001.0,USA,112059.10036027602,
Alaska,US,2021-09-07 04:31:55,61.3707,-152.4044,90642,448,,,2.0,12390.488623392956,2773181.0,,0.49425211270713354,84000002.0,USA,379085.4971327806,
American Samoa,US,2021-09-07 04:31:55,-14.270999999999999,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-09-07 04:31:55,33.7298,-111.4312,1032808,18999,,,4.0,14189.423767952512,11975884.0,,1.8395481057466634,84000004.0,USA,164532.8977620644,
Arkansas,US,2021-09-07 04:31:55,34.9697,-92.3731,464732,7070,,,5.0,15399.674730366849,3695036.0,,1.5213069037638898,84000005.0,USA,122441.21884655199,
California,US,2021-09-07 04:31:55,36.1162,-119.6816,4533570,66105,,,6.0,11485.354797678683,84105667.0,,1.456660788313396,84000006.0,USA,212859.8712352884,
Colorado,US,2021-09-07 04:31:55,39.0598,-105.3111,627415,7225,,,8.0,10895.01237771622,10280709.0,,1.1515504092187787,84000008.0,USA,178523.7072857655,
Connecticut,US,2021-09-07 04:31:55,41.5978,-72.7554,375135,8394,,,9.0,10521.873835121829,9521912.0,,2.2375944659922427,84000009.0,USA,267072.8050785252,
Delaware,US,2021-09-07 04:31:55,39.3185,-75.5071,122370,1891,,,10.0,12566.699939615759,2087240.0,,1.5453133938056713,84000010.0,USA,214347.62427035708,
Diamond Princess,US,2021-09-07 04:31:55,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-09-07 04:31:55,38.8974,-77.0268,55918,1162,,,11.0,7923.213493749194,1882467.0,,2.078042848456669,84000011.0,USA,266733.2153499332,
