Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-10-06 04:32:22,32.3182,-86.9023,802977,14542,,,1.0,16376.640897702207,5812655.0,,1.8110107761492547,84000001.0,USA,118548.55568370355,
Alaska,US,2021-10-06 04:32:22,61.3707,-152.4044,118793,582,,,2.0,16238.64560621698,3058532.0,,0.48992785770205316,84000002.0,USA,418092.12010197603,
American Samoa,US,2021-10-06 04:32:22,-14.270999999999999,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-10-06 04:32:22,33.7298,-111.4312,1106789,20211,,,4.0,15205.825422255048,12888144.0,,1.8260933204070513,84000004.0,USA,177066.1505317489,
Arkansas,US,2021-10-06 04:32:22,34.9697,-92.3731,499004,7775,,,5.0,16535.33496542519,3944385.0,,1.5581037426553694,84000005.0,USA,130703.81641750096,
California,US,2021-10-06 04:32:22,36.1162,-119.6816,4774146,69202,,,6.0,12095.760848484784,93981280.0,,1.4479514171938006,84000006.0,USA,237853.6889711318,
Colorado,US,2021-10-06 04:32:22,39.0598,-105.3111,680930,7643,,,8.0,11824.296164991762,11255542.0,,1.1224354926350726,84000008.0,USA,195451.60604688246,
Connecticut,US,2021-10-06 04:32:22,41.5978,-72.7554,392574,8666,,,9.0,11011.00696802249,10113398.0,,2.207481901501373,84000009.0,USA,283662.94214182475,
Delaware,US,2021-10-06 04:32:22,39.3185,-75.5071,135267,1975,,,10.0,13891.148163209977,2243614.0,,1.4600752585626946,84000010.0,USA,230406.34075607642,
Diamond Princess,US,2021-10-06 04:32:22,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-10-06 04:32:22,38.8974,-77.0268,61863,1179,,,11.0,8765.58096433718,2063920.0,,1.9058241598370593,84000011.0,USA,292443.91419612354,
Florida,US,2021-10-06 04:32:22,27.7663,-81.6868,3620106,55622,,,12.0,16855.155643259808,40166783.0,,1.5364743463312953,84000012.0,USA,187015.89930075034,
Georgia,US,2021-10-06 04:32:22,33.0406,-83.6431,1592731,26625,,,13.0,15001.10714247704,11692977.0,,1.6716570469212944,84000013.0,USA,110130.08523819764,
Grand Princess,US,2021-10-06 04:32:22,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
