Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-08-28 04:31:04,32.3182,-86.9023,681828,12153,,,1.0,13905.818360922543,5350031.0,,1.7824143332336015,84000001.0,USA,109113.38242387347,
Alaska,US,2021-08-28 04:31:04,61.3707,-152.4044,86753,438,,,2.0,11858.874026888298,2692675.0,,0.5048816755616521,84000002.0,USA,368080.56920626893,
American Samoa,US,2021-08-28 04:31:04,-14.270999999999999,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-08-28 04:31:04,33.7298,-111.4312,1001871,18724,,,4.0,13764.390070392901,11574784.0,,1.8689032819594538,84000004.0,USA,159022.31121226447,
Arkansas,US,2021-08-28 04:31:04,34.9697,-92.3731,446430,6836,,,5.0,14793.207246063694,3581893.0,,1.5312590999708802,84000005.0,USA,118692.03566566948,
California,US,2021-08-28 07:31:10,36.1162,-119.6816,4406644,65203,,,6.0,11163.41391371475,80259560.0,,1.4782200419731697,84000006.0,USA,203125.90359697051,
Colorado,US,2021-08-28 04:31:04,39.0598,-105.3111,610127,7111,,,8.0,10594.807610558984,10030658.0,,1.1654950526693624,84000008.0,USA,174181.59123807724,
Connecticut,US,2021-08-28 04:31:04,41.5978,-72.7554,370708,8358,,,9.0,10397.704308236616,9433437.0,,2.2546047023533347,84000009.0,USA,264591.2376759571,
Delaware,US,2021-08-28 04:31:04,39.3185,-75.5071,118544,1875,,,10.0,12173.79159632108,2037000.0,,1.581691186394925,84000010.0,USA,209188.26327529046,
Diamond Princess,US,2021-08-28 04:31:04,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-08-28 04:31:04,38.8974,-77.0268,54556,1159,,,11.0,7730.227035390769,1836292.0,,2.1244226116284186,84000011.0,USA,260190.5209925909,
Florida,US,2021-08-28 04:31:04,27.7663,-81.6868,3223249,43979,,,12.0,15007.395797797506,36751601.0,,1.3644307343304845,84000012.0,USA,171114.86652434565,
Georgia,US,2021-08-28 04:31:04,33.0406,-83.6431,1369926,22553,,,13.0,12902.622416004335,10257575.0,,1.646293303433908,84000013.0,USA,96610.77834046925,
Grand Princess,US,2021-08-28 04:31:04,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2021-08-28 04:31:04,13.4443,144.7937,10046,145,,,66.0,6117.068240079401,195197.0,,1.4433605415090582,316.0,GUM,118856.59658160251,
Hawaii,US,2021-08-28 04:31:04,21.0943,-157.4983,59613,582,,,15.0,4210.338222664195,2053430.0,,0.9762971164007851,84000015.0,USA,145029.3529358586,
Idaho,US,2021-08-28 04:31:04,44.2405,-114.4788,217887,2327,,,16.0,12192.449631099036,869932.0,,1.067984781102131,84000016.0,USA,48679.370923833216,
Illinois,US,2021-08-28 04:31:04,40.3495,-88.9861,1508005,26322,,,17.0,11900.460083834832,28457472.0,,1.7454849287634988,84000017.0,USA,224572.86920325027,
Indiana,US,2021-08-28 04:31:04,39.8494,-86.2583,843700,14373,,,18.0,12532.272048785104,12069548.0,,1.703567618821856,84000018.0,USA,179280.38288712827,
Iowa,US,2021-08-28 04:31:04,42.0115,-93.2105,400082,6268,,,19.0,12680.606135521557,1553703.0,,1.566678830839678,84000019.0,USA,49244.64433435708,
Kansas,US,2021-08-28 04:31:04,38.5266,-96.7265,366668,5550,,,20.0,12585.941645837009,1590401.0,,1.5136308595241472,84000020.0,USA,54590.78561390911,
Kentucky,US,2021-08-28 04:31:04,37.6681,-84.6701,562623,7685,,,21.0,12593.200084249675,6108349.0,,1.3659235402747487,84000021.0,USA,136723.27853896198,
Louisiana,US,2021-08-28 04:31:04,31.1695,-91.8678,679796,12359,,,22.0,14623.061378929675,8435354.0,,1.8180454136240873,84000022.0,USA,181452.522955416,
Maine,US,2021-08-28 04:31:04,44.6939,-69.3819,74966,928,,,23.0,5576.947683847488,2528417.0,,1.2378945121788545,84000023.0,USA,188096.5948823549,
Maryland,US,2021-08-28 04:31:04,39.0639,-76.8021,492547,9971,,,24.0,8147.090153630361,11868138.0,,2.024375338800155,84000024.0,USA,196307.74371121198,
Massachusetts,US,2021-08-28 04:31:04,42.2302,-71.5301,753795,18219,,,25.0,10936.447905789813,25860608.0,,2.4169701311364498,84000025.0,USA,375199.08224922064,
Michigan,US,2021-08-28 04:31:04,43.3266,-84.5361,1054709,21520,,,26.0,10560.970283243267,15126039.0,,2.0403732214288492,84000026.0,USA,151459.45315928725,
Minnesota,US,2021-08-28 04:31:04,45.6945,-93.9002,644190,7892,,,27.0,11422.553812021777,10265119.0,,1.22510439466617,84000027.0,USA,182017.53234962848,
Mississippi,US,2021-08-28 04:31:04,32.7416,-89.6787,427640,8279,,,28.0,14368.90424504956,2242679.0,,1.935974183892994,84000028.0,USA,75355.06454817954,
Missouri,US,2021-08-28 04:31:04,38.4561,-92.2884,756615,10894,,,29.0,12327.883927925508,6489625.0,,1.4398339974755985,84000029.0,USA,105738.51131125288,
Montana,US,2021-08-28 04:31:04,46.9219,-110.4544,125616,1783,,,30.0,11753.235938614005,1615652.0,,1.419405171315756,84000030.0,USA,151168.1565301681,
Nebraska,US,2021-08-28 04:31:04,41.1254,-98.2681,241671,2315,,,31.0,12493.2795976857,3343223.0,,0.9579138580963376,84000031.0,USA,172829.25835707874,
Nevada,US,2021-08-28 04:31:04,38.3135,-117.0554,386559,6433,,,32.0,12549.981234716683,3984890.0,,1.6641702818974593,84000032.0,USA,129372.99279646875,
New Hampshire,US,2021-08-28 04:31:04,43.4525,-71.5639,106525,1415,,,33.0,7834.38539513176,2221973.0,,1.3283266838770242,84000033.0,USA,163415.09335439664,
New Jersey,US,2021-08-28 04:31:04,40.2989,-74.521,1084546,26826,,,34.0,12210.344520889555,15137490.0,,2.4734773813190034,84000034.0,USA,170425.19919074012,
New Mexico,US,2021-08-28 04:31:04,34.8405,-106.2485,229509,4505,,,35.0,10945.527746897817,4080087.0,,1.9628859870419024,84000035.0,USA,194583.6784973882,
New York,US,2021-08-28 04:31:04,42.1657,-74.9481,2260536,54152,,,36.0,11620.165583051863,64592996.0,,2.3955380493829783,84000036.0,USA,332036.87489401037,
North Carolina,US,2021-08-28 04:31:04,35.6301,-79.8064,1189296,14319,,,37.0,11339.497280914225,13905715.0,,1.2039895871170845,84000037.0,USA,132585.84694783145,
North Dakota,US,2021-08-28 04:31:04,47.5289,-99.78399999999999,116305,1592,,,38.0,15261.881579189096,1652815.0,,1.3688147543097888,84000038.0,USA,216887.2086523144,
Northern Mariana Islands,US,2021-08-28 04:31:04,15.0979,145.6739,183,2,,,69.0,331.85840707964604,17542.0,,1.092896174863388,580.0,MNP,31811.25779776585,
Ohio,US,2021-08-28 04:31:04,40.3888,-82.7649,1202728,21285,,,39.0,10289.312265272776,14755872.0,,1.7692279551153711,84000039.0,USA,126236.1687383973,
Oklahoma,US,2021-08-28 04:31:04,35.5653,-96.9289,542412,7812,,,40.0,13707.757777350402,4306399.0,,1.4402336231499304,84000040.0,USA,108830.69398284698,
Oregon,US,2021-08-28 04:31:04,44.571999999999996,-122.0709,268401,3115,,,41.0,6363.625802177803,6196414.0,,1.160576897999635,84000041.0,USA,146913.23807055777,
Pennsylvania,US,2021-08-28 04:31:04,40.5908,-77.2098,1298860,28180,,,42.0,10145.767192894791,15782986.0,,2.1695948755062133,84000042.0,USA,123285.42072641994,
Puerto Rico,US,2021-08-28 04:31:04,18.2208,-66.5901,168707,2823,,,72.0,5282.50358362448,2664836.0,,1.6733152744106647,630.0,PRI,83440.55504378316,
Rhode Island,US,2021-08-28 04:31:04,41.6809,-71.5118,161701,2764,,,44.0,15264.012928548436,4816001.0,,1.7093277097853445,84000044.0,USA,454613.7718870149,
South Carolina,US,2021-08-28 04:31:04,33.8569,-80.945,714265,10452,,,45.0,13872.687432240362,7527233.0,,1.463322436350654,84000045.0,USA,146196.37058884994,
South Dakota,US,2021-08-28 04:31:04,44.2998,-99.4388,130776,2064,,,46.0,14782.645064369435,850034.0,,1.5782712424298035,84000046.0,USA,96086.06253935133,
Tennessee,US,2021-08-28 04:31:04,35.7478,-86.6923,1021578,13338,,,47.0,14959.027255712037,8955537.0,,1.305627176779453,84000047.0,USA,131136.4595484022,
Texas,US,2021-08-28 04:31:04,31.0545,-97.5635,3578353,56345,,,48.0,12268.421849296457,29161694.0,,1.5839095368248777,84000048.0,USA,100571.85018796287,
Utah,US,2021-08-28 04:31:04,40.15,-111.8624,459875,2623,,,49.0,14344.386295765571,3884805.0,,0.5703723837999456,84000049.0,USA,121174.54439515428,
Vermont,US,2021-08-28 04:31:04,44.0459,-72.7107,27648,275,,,50.0,4430.847338655009,1866024.0,,0.9946469907407407,84000050.0,USA,299047.5793643798,
Virgin Islands,US,2021-08-28 04:31:04,18.3358,-64.8963,5774,53,,,78.0,5382.77958011709,163834.0,,0.9179078628333911,850.0,VIR,152733.3407912891,
Virginia,US,2021-08-28 04:31:04,37.7693,-78.17,754652,11769,,,51.0,8841.313574487973,8450260.0,,1.5595267752553494,84000051.0,USA,99001.12693791672,
Washington,US,2021-08-28 04:31:04,47.4009,-121.4905,550988,6507,,,53.0,7235.66306184473,9387732.0,,1.1809694585000037,84000053.0,USA,123281.2069716541,
West Virginia,US,2021-08-28 04:31:04,38.4912,-80.9545,184682,3054,,,54.0,10305.06984081105,3373222.0,,1.6536533067651422,84000054.0,USA,188222.3947031131,
Wisconsin,US,2021-08-28 04:31:04,44.2685,-89.6165,727353,8438,,,55.0,12492.24980480672,9792571.0,,1.1600969542986692,84000055.0,USA,168186.89572093045,
Wyoming,US,2021-08-28 04:31:04,42.756,-107.3025,73467,835,,,56.0,12693.884673931636,874303.0,,1.1365647161310521,84000056.0,USA,151065.12382528823,
