Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-10-13 04:31:30,32.3182,-86.9023,809485,14869,,,1.0,16509.370949699023,5875771.0,,1.8368468841300334,84000001.0,USA,119835.80060715634,
Alaska,US,2021-10-13 04:31:30,61.3707,-152.4044,124579,612,,,2.0,17029.574393919716,3154440.0,,0.49125454530859936,84000002.0,USA,431202.4550779515,
American Samoa,US,2021-10-13 04:31:30,-14.270999999999999,-170.132,3,0,,,60.0,5.3917075537822825,2140.0,,0.0,16.0,ASM,3846.084721698028,
Arizona,US,2021-10-13 04:31:30,33.7298,-111.4312,1122390,20453,,,4.0,15420.162646796132,13085026.0,,1.8222721157529913,84000004.0,USA,179771.05031010273,
Arkansas,US,2021-10-13 04:31:30,34.9697,-92.3731,503822,8147,,,5.0,16694.98748096298,3984645.0,,1.6170393511994317,84000005.0,USA,132037.89908158383,
California,US,2021-10-13 04:31:30,36.1162,-119.6816,4814183,69894,,,6.0,12197.238307750997,96197179.0,,1.4502635182802839,84000006.0,USA,243461.8244587251,
Colorado,US,2021-10-13 04:31:30,39.0598,-105.3111,696349,7790,,,8.0,12092.045893404385,11472369.0,,1.1186919202870975,84000008.0,USA,199216.78993445786,
Connecticut,US,2021-10-13 04:31:30,41.5978,-72.7554,395481,8667,,,9.0,11092.5431809557,10204833.0,,2.191508568047517,84000009.0,USA,286227.5323136679,
Delaware,US,2021-10-13 04:31:30,39.3185,-75.5071,138123,2005,,,10.0,14184.443047802137,2282885.0,,1.4516047291182497,84000010.0,USA,234439.24811350595,
Diamond Princess,US,2021-10-13 04:31:30,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-10-13 04:31:30,38.8974,-77.0268,62702,1182,,,11.0,8884.461756233448,2099490.0,,1.8851073330994226,84000011.0,USA,297483.94967615965,
Florida,US,2021-10-13 04:31:30,27.7663,-81.6868,3645290,57300,,,12.0,16972.411944517247,40634256.0,,1.5718913995868642,84000012.0,USA,189192.4461129215,
Georgia,US,2021-10-13 04:31:30,33.0406,-83.6431,1609681,27335,,,13.0,15160.750400544464,11852625.0,,1.6981625551895065,84000013.0,USA,111633.72694108544,
Grand Princess,US,2021-10-13 04:31:30,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2021-10-13 04:31:30,13.4443,144.7937,16461,217,,,66.0,10023.199313154193,236374.0,,1.3182674199623352,316.0,GUM,143929.5130579861,
Hawaii,US,2021-10-13 04:31:30,21.0943,-157.4983,81663,845,,,15.0,5767.6823893685305,2434061.0,,1.0347403352803595,84000015.0,USA,171912.50339013696,
Idaho,US,2021-10-13 04:31:30,44.2405,-114.4788,270601,3157,,,16.0,15142.20243807584,980536.0,,1.166662355275849,84000016.0,USA,54868.51345642156,
Illinois,US,2021-10-13 04:31:30,40.3495,-88.9861,1657970,27721,,,17.0,13083.912722567657,32938108.0,,1.6719844146757783,84000017.0,USA,259931.9229651366,
Indiana,US,2021-10-13 04:31:30,39.8494,-86.2583,991150,16109,,,18.0,14722.48600350048,13916821.0,,1.6252837612873934,84000018.0,USA,206719.6714783045,
Iowa,US,2021-10-13 04:31:30,42.0115,-93.2105,461352,6654,,,19.0,14622.559879812492,1676381.0,,1.4422826822036103,84000019.0,USA,53132.92573540365,
Kansas,US,2021-10-13 04:31:30,38.5266,-96.7265,420203,6145,,,20.0,14423.539652780304,1778583.0,,1.4623884170270083,84000020.0,USA,61050.164863794285,
Kentucky,US,2021-10-13 04:31:30,37.6681,-84.6701,717245,9184,,,21.0,16054.106914270584,7077682.0,,1.2804550746258252,84000021.0,USA,158419.87540269847,
Louisiana,US,2021-10-13 04:31:30,31.1695,-91.8678,749922,14238,,,22.0,16131.53863130954,9420883.0,,1.89859745413523,84000022.0,USA,202652.1932354929,
Maine,US,2021-10-13 04:31:30,44.6939,-69.3819,94940,1076,,,23.0,7062.874010944703,2801152.0,,1.1333473772909206,84000023.0,USA,208386.17718038525,
Maryland,US,2021-10-13 04:31:30,39.0639,-76.8021,545439,10627,,,24.0,9021.96278995911,13432144.0,,1.9483388609908716,84000024.0,USA,222177.5548821638,
Massachusetts,US,2021-10-13 04:31:30,42.2302,-71.5301,827930,18783,,,25.0,12012.036846411238,29355304.0,,2.2686700566473013,84000025.0,USA,425901.9401224779,
Michigan,US,2021-10-13 04:31:30,43.3266,-84.5361,1198850,22738,,,26.0,12004.277221552285,16728978.0,,1.8966509571672854,84000026.0,USA,167509.93831192335,
Minnesota,US,2021-10-13 04:31:30,45.6945,-93.9002,746768,8454,,,27.0,13241.431355804776,11515515.0,,1.13207850363165,84000027.0,USA,204189.12085043848,
Mississippi,US,2021-10-13 04:31:30,32.7416,-89.6787,496132,9874,,,28.0,16670.267516848115,2512051.0,,1.9901961574742206,84000028.0,USA,84406.0898832686,
