S,E,I,R,D
0.7862271607550674,0.0021540443571392903,0.006495767411450513,0.20340741944366195,0.0017156080326813903
0.7851514184807523,0.002152764452884719,0.006491948024149888,0.20447922106655128,0.0017246479756623256
0.7840763176609298,0.0021514830462649346,0.006488124198940575,0.205550392490536,0.0017336826033292675
0.7830018590511417,0.0021502001329205445,0.006484295923070989,0.2066209329833612,0.0017427119095061265
0.7819280434091298,0.002148915708472164,0.006480463183731607,0.2076908418106679,0.001751735887999067
0.7808548714948456,0.0021476297685202876,0.0064766259680546145,0.20876011823598362,0.0017607545325964268
0.7797823440704605,0.0021463423086451635,0.0064727842631135376,0.20982876152071261,0.0017697678370686362
0.7787104619003764,0.002145053324406669,0.006468938055922886,0.21089677092412634,0.0017787757951681358
0.7776392257512356,0.0021437628113441824,0.006465087333437785,0.21196414570335362,0.0017877784006292952
0.7765686363919312,0.002142470764976455,0.006461232082553607,0.21303088511337084,0.0017967756471683294
0.775498694593618,0.002141177180801481,0.006457372290105602,0.21409698840699218,0.0018057675284832164
0.7744294011297224,0.0021398820542963687,0.006453507942868522,0.2151624548348596,0.0018147540382536134
0.7733607567759534,0.002138585380917205,0.006449639027556241,0.2162272836454329,0.001823735170140772
0.7722927623103131,0.00213728715609893,0.0064457655308213825,0.21729147408497967,0.0018327109177874545
0.7712254185131073,0.002135987375255195,0.006441887439254927,0.2183550253975652,0.0018416812748178477
0.7701587261669567,0.0021346860337782356,0.006438004739385832,0.21941793682504226,0.0018506462348374774
0.769092686056807,0.002133383127038732,0.006434117417680642,0.22048020760704093,0.0018596057914331227
0.7680272989699407,0.002132078650385672,0.006430225460543096,0.22154183698095822,0.0018685599381727282
0.7669625656959873,0.0021307725991462152,0.006426328854313732,0.22260282418194782,0.0018775086686053173
0.7658984870269349,0.002129464968625553,0.006422427585269487,0.2236631684429096,0.0018864519762609039
0.7648350637571408,0.0021281557541067706,0.006418521639623299,0.22472286899447905,0.001895389854650404
0.7637722966833436,0.0021268449508507004,0.006414611003523698,0.2257819250650169,0.0019043222972655463
0.7627101866046732,0.002125532554095787,0.0064106956630544006,0.22684033588059832,0.0019132492975787836
0.7616487343226631,0.002124218559057939,0.006406775604233901,0.2278981006650023,0.001922170849043201
0.7605879406412617,0.002122902960930386,0.006402850813015052,0.2289552186397009,0.0019310869450924265
0.7595278063668434,0.002121585754883532,0.006398921275284649,0.2300116890238484,0.001939997579140539
0.7584683323082203,0.0021202669360648116,0.006394986976863011,0.23106751103427037,0.0019489027445819768
0.7574095192766541,0.0021189464995985375,0.006391047903503553,0.23212268388545276,0.0019578024347914444
0.7563513680858677,0.0021176244405857548,0.00638710404089236,0.23317720678953086,0.0019666966431238202
0.7552938795520565,0.002116300754104089,0.006383155374647757,0.2342310789562781,0.0019755853629140623
0.754237054493901,0.002114975435207593,0.006379201890319871,0.23528429959309496,0.001984468587477114
0.7531808937325782,0.002113648478926599,0.006375243573390194,0.23633686790499775,0.0019933463101078092
0.7521253980917739,0.00211231988026756,0.006371280409271144,0.23738878309460712,0.002002218524080777
0.7510705683976948,0.0021109896342128933,0.006367312383305616,0.23844004436213687,0.002011085222650346
0.7500164054790804,0.0021096577357208298,0.006363339480766536,0.2394906509053823,0.0020199463990504467
0.7489629101672156,0.0021083241797252507,0.006359361686856406,0.24054060191970877,0.0020288020464945132
0.7479100832959427,0.0021069889611355303,0.006355378986706849,0.2415898965980401,0.002037652158175388
0.7468579257016741,0.0021056520748363758,0.006351391365378151,0.2426385341308467,0.002046496727265222
0.7458064382234046,0.0021043135156876645,0.006347398807858793,0.24368651370613412,0.0020553357469153734
0.7447556217027242,0.0021029732785242824,0.006343401299064987,0.24473383450943081,0.0020641692102563104
0.7437054769838304,0.002101631358155957,0.006339398823840207,0.24578049572377653,0.0020729971103975093
0.7426560049135412,0.002100287749367094,0.006335391366954707,0.24682649652971017,0.0020818194404273534
0.7416072063413082,0.0020989424469166082,0.0063313789131050485,0.2478718361052577,0.002090636193413032
0.7405590821192287,0.0020975954455377584,0.006327361446913616,0.24891651362592004,0.0020994473624004364
0.7395116331020596,0.0020962467399379702,0.006323338952928127,0.24996052826466078,0.002108252940414058
0.7384648601472299,0.002094896324798674,0.006319311415621146,0.25100387919189393,0.002117052920456883
0.7374187641148541,0.002093544194775124,0.006315278819389588,0.2520465655754714,0.002125847295510289
0.7363733458677454,0.0020921903444962304,0.006311241148554218,0.2530885865806707,0.0021346360585339395
0.7353286062714292,0.0020908347685643794,0.00630719838735915,0.25412994137018213,0.0021434192024656776
0.7342845461941561,0.002089477461555256,0.006303150519971339,0.2551706291040964,0.0021521967202214193
0.7332411665069161,0.0020881184180176686,0.00629909753048007,0.25621064893989165,0.002160968604695046
