1.557692 1.557692 1.557692 1.557692 1.557692
1.557692 1.557692 1.557692 1.557692 1.557692
1.557692 1.557692 1.557692 1.557692 1.557692
1.557692 1.557692 1.557692 1.557692 2.32967
2.32967 2.348901 2.348901 2.348901 2.348901
2.348901 2.348901 2.348901 2.348901 2.348901
2.348901 2.348901 2.348901 2.348901 2.32967
2.32967 2.32967 2.31044 2.291209 2.291209
2.263736 2.244505 2.233516 2.225275 2.200549
2.184066 2.175824 2.162088 2.142857 2.162088
1.557692 1.557692 1.557692 1.557692 1.557692
1.557692 1.557692 1.557692 1.557692 1.557692
1.557692 1.557692 1.557692 1.557692 2.348901
2.348901 2.348901 2.348901 2.348901 2.348901
2.348901 2.348901 2.348901 2.348901 2.368132
2.368132 2.368132 2.368132 2.348901 2.348901
2.348901 2.348901 2.335165 2.32967 2.32967
2.31044 2.291209 2.291209 2.266484 2.247253
2.233516 2.230769 2.206044 2.192308 2.175824
2.164835 2.14011 2.137363 2.129121 2.137363
1.557692 1.557692 1.557692 1.557692 1.557692
1.557692 1.557692 1.557692 2.348901 2.348901
2.348901 2.348901 2.348901 2.348901 2.942308
2.942308 2.942308 2.942308 2.942308 2.942308
2.942308 2.942308 2.942308 2.368132 2.368132
2.368132 2.368132 2.357143 2.348901 2.348901
2.337912 2.32967 2.32967 2.307692 2.291209
2.291209 2.266484 2.25 2.233516 2.233516
2.211538 2.195055 2.178571 2.17033 2.145604
2.137363 2.126374 2.118132 2.107143 2.118132
1.557692 1.557692 2.942308 2.942308 2.942308
2.942308 2.942308 2.942308 2.942308 2.942308
2.942308 2.942308 2.942308 2.942308 2.942308
2.942308 2.942308 2.942308 2.942308 2.942308
2.942308 2.942308 2.368132 2.368132 2.368132
2.365385 2.348901 2.348901 2.32967 2.32967
2.321429 2.302198 2.291209 2.285714 2.266484
2.25 2.233516 2.233516 2.217033 2.195055
2.181319 2.175824 2.151099 2.137363 2.131868
2.118132 2.107143 2.090659 2.082418 2.090659
2.942308 2.942308 2.942308 2.942308 2.942308
2.942308 2.942308 2.942308 2.942308 2.942308
2.942308 2.942308 2.942308 2.942308 2.942308
2.942308 2.942308 2.942308 2.942308 2.942308
2.384615 2.368132 2.368132 2.357143 2.348901
2.348901 2.32967 2.32967 2.31044 2.293956
2.291209 2.28022 2.260989 2.247253 2.233516
2.233516 2.217033 2.197802 2.184066 2.175824
2.162088 2.14011 2.137363 2.123626 2.112637
2.093407 2.082418 2.074176 2.068681 2.076923
2.942308 2.942308 2.942308 2.942308 2.942308
2.942308 2.942308 2.942308 2.942308 2.942308
2.942308 2.942308 2.942308 2.942308 2.942308
2.942308 2.942308 2.387363 2.379121 2.368132
2.368132 2.348901 2.348901 2.335165 2.32967
2.324176 2.307692 2.291209 2.291209 2.271978
2.255495 2.241758 2.233516 2.233516 2.214286
2.197802 2.186813 2.175824 2.164835 2.142857
2.137363 2.129121 2.118132 2.104396 2.087912
2.07967 2.068681 2.054945 2.049451 2.057692
2.942308 2.942308 2.942308 2.942308 2.942308
2.942308 2.942308 2.942308 2.942308 2.942308
2.942308 2.942308 2.942308 2.942308 2.387363
2.387363 2.368132 2.368132 2.354396 2.348901
2.340659 2.32967 2.32967 2.31044 2.293956
2.291209 2.282967 2.266484 2.252747 2.236264
2.233516 2.228022 2.211538 2.195055 2.186813
2.175824 2.167582 2.145604 2.137363 2.131868
2.118132 2.10989 2.093407 2.07967 2.074176
2.06044 2.049451 2.035714 2.03022 2.038462
2.942308 2.942308 2.942308 2.942308 2.942308
2.942308 2.942308 2.942308 2.942308 2.942308
2.942308 2.387363 2.387363 2.368132 2.368132
2.357143 2.348901 2.343407 2.32967 2.32967
2.31044 2.299451 2.291209 2.288462 2.271978
2.255495 2.244505 2.233516 2.233516 2.222527
2.206044 2.195055 2.184066 2.175824 2.167582
2.148352 2.137363 2.134615 2.123626 2.112637
2.101648 2.085165 2.076923 2.065934 2.054945
2.043956 2.03022 2.019231 2.013736 2.021978
2.942308 2.942308 2.942308 2.942308 2.942308
2.942308 2.942308 2.387363 2.387363 2.387363
2.368132 2.368132 2.351648 2.348901 2.340659
2.32967 2.32967 2.313187 2.299451 2.291209
2.291209 2.274725 2.260989 2.252747 2.236264
2.233516 2.230769 2.217033 2.203297 2.195055
2.181319 2.175824 2.167582 2.148352 2.137363
2.134615 2.123626 2.115385 2.104396 2.090659
2.07967 2.071429 2.06044 2.049451 2.035714
2.024725 2.010989 2.002747 1.997253 2.005495
2.942308 2.942308 2.942308 2.392857 2.387363
2.387363 2.384615 2.368132 2.368132 2.348901
2.348901 2.335165 2.32967 2.326923 2.31044
2.299451 2.291209 2.291209 2.277473 2.263736
2.252747 2.241758 2.233516 2.233516 2.225275
2.208791 2.197802 2.18956 2.178571 2.175824
2.164835 2.148352 2.137363 2.134615 2.126374
2.118132 2.107143 2.093407 2.082418 2.076923
2.065934 2.054945 2.043956 2.03022 2.016484
2.008242 1.997253 1.989011 1.980769 1.991758
2.387363 2.387363 2.387363 2.368132 2.368132
2.357143 2.348901 2.346154 2.32967 2.32967
2.321429 2.31044 2.296703 2.291209 2.288462
2.274725 2.263736 2.252747 2.244505 2.233516
2.233516 2.228022 2.217033 2.203297 2.195055
2.186813 2.175824 2.173077 2.162088 2.145604
2.137363 2.134615 2.126374 2.118132 2.107143
2.093407 2.085165 2.07967 2.068681 2.057692
2.049451 2.035714 2.024725 2.013736 2.002747
1.991758 1.980769 1.972527 1.96978 1.978022
2.368132 2.35989 2.348901 2.348901 2.335165
2.32967 2.326923 2.313187 2.304945 2.291209
2.291209 2.285714 2.271978 2.263736 2.252747
2.244505 2.233516 2.233516 2.230769 2.21978
2.206044 2.197802 2.18956 2.181319 2.175824
2.167582 2.153846 2.142857 2.137363 2.134615
2.123626 2.118132 2.10989 2.096154 2.087912
2.07967 2.071429 2.063187 2.052198 2.043956
2.03022 2.019231 2.008242 1.997253 1.989011
1.978022 1.96978 1.958791 1.953297 1.964286
2.335165 2.32967 2.32967 2.315934 2.307692
2.296703 2.291209 2.291209 2.28022 2.269231
2.258242 2.252747 2.241758 2.233516 2.233516
2.230769 2.21978 2.208791 2.197802 2.192308
2.184066 2.175824 2.173077 2.164835 2.148352
2.14011 2.137363 2.131868 2.123626 2.118132
2.107143 2.096154 2.087912 2.07967 2.074176
2.065934 2.054945 2.046703 2.035714 2.024725
2.013736 2.005495 1.994505 1.986264 1.975275
1.961538 1.953297 1.947802 1.942308 1.950549
2.31044 2.299451 2.291209 2.291209 2.282967
2.274725 2.263736 2.255495 2.247253 2.239011
2.233516 2.233516 2.228022 2.21978 2.208791
2.200549 2.195055 2.186813 2.178571 2.175824
2.167582 2.153846 2.145604 2.137363 2.137363
2.129121 2.120879 2.115385 2.107143 2.096154
2.087912 2.07967 2.074176 2.065934 2.057692
2.049451 2.038462 2.03022 2.019231 2.010989
2 1.991758 1.980769 1.972527 1.958791
1.950549 1.942308 1.934066 1.931319 1.93956
2.285714 2.274725 2.269231 2.258242 2.252747
2.244505 2.236264 2.233516 2.233516 2.225275
2.217033 2.208791 2.200549 2.195055 2.186813
2.178571 2.175824 2.17033 2.162088 2.148352
2.14011 2.137363 2.134615 2.126374 2.118132
2.112637 2.107143 2.096154 2.087912 2.07967
2.074176 2.068681 2.057692 2.052198 2.043956
2.032967 2.024725 2.013736 2.005495 1.994505
1.986264 1.978022 1.96978 1.956044 1.947802
1.93956 1.931319 1.914835 1.912088 1.928571
2.252747 2.247253 2.239011 2.233516 2.233516
2.230769 2.222527 2.214286 2.206044 2.197802
2.195055 2.186813 2.178571 2.175824 2.17033
2.162088 2.151099 2.142857 2.137363 2.137363
2.129121 2.123626 2.118132 2.10989 2.104396
